idnum,state,state2,stfips,zip,region,typebldg,floor,room,basement,windoor,rep,stratum,wave,starttm,stoptm,startdt,stopdt,activity,pcterr,adjwt,dupflag,zipflag,cntyfips,county,fips,Uppm,county_code,log_radon
5277,MN,MN,27,55075,3,1,0,2,Y, ,4,2,35,1300,1300,10188,11188,4.9,6.5,461.274696,1,0,37,DAKOTA,27037,0.976144,18,1.609437912
5278,MN,MN,27,55075,3,1,0,2,Y, ,1,2,44,1030,1033,12188,12388,5,8.3,485.435931,1,0,37,DAKOTA,27037,0.976144,18,1.62924054
5280,MN,MN,27,55075,3,1,0,2,Y, ,3,2,39,1330,730,12788,13188,7.6,3.7,433.316718,0,0,37,DAKOTA,27037,0.976144,18,2.041220329
5281,MN,MN,27,55075,3,2,0,1,Y, ,4,2,46,1855,1851,20288,20288,5.4,7.8,461.274696,0,0,37,DAKOTA,27037,0.976144,18,1.704748092
5282,MN,MN,27,55075,3,1,0,4, , ,4,2,49,1000,1000,20288,20288,3.6,6.7,461.274696,0,0,37,DAKOTA,27037,0.976144,18,1.30833282
5283,MN,MN,27,55075,3,1,0,4,Y, ,1,2,50,1830,1830,20288,20288,4.9,6.3,485.435931,0,0,37,DAKOTA,27037,0.976144,18,1.609437912
5284,MN,MN,27,55118,3,1,0,7,Y, ,5,5,4,815,815,40488,40488,4.7,7.2,2179.503255,0,0,37,DAKOTA,27037,0.976144,18,1.568615918
5285,MN,MN,27,55122,3,1,0,1,Y, ,4,5,22,1715,1715,121187,121387,1.4,16.7,2314.365189,0,0,37,DAKOTA,27037,0.976144,18,0.405465108
5286,MN,MN,27,55122,3,1,0,4,Y, ,5,5,35,1800,2000,122787,122987,3.4,11,2179.503255,0,0,37,DAKOTA,27037,0.976144,18,1.252762968
5287,MN,MN,27,55122,3,1,0,7,Y, ,3,5,44,2145,2215,12188,12388,4.2,14.4,2119.396234,0,0,37,DAKOTA,27037,0.976144,18,1.458615023
5288,MN,MN,27,55122,3,1,0,1,Y, ,5,5,50,2300,1100,20288,20288,2.5,7.9,2179.503255,0,0,37,DAKOTA,27037,0.976144,18,0.955511445
5292,MN,MN,27,55124,3,1,0,2,N, ,4,5,31,2100,2200,21088,21288,4.8,7,2314.365189,0,0,37,DAKOTA,27037,0.976144,18,1.589235205
5293,MN,MN,27,55124,3,1,1,1,Y, ,3,5,28,830,830,122787,122987,1.4,13.8,2119.396234,0,0,37,DAKOTA,27037,0.976144,18,0.405465108
5295,MN,MN,27,55337,3,1,0,1,Y, ,4,4,23,730,730,121587,121787,8.8,4.2,1177.377355,0,0,37,DAKOTA,27037,0.976144,18,2.186051277
5297,MN,MN,27,55337,3,1,0,2,Y, ,5,4,26,855,855,10188,10188,4.4,7.2,1105.956867,0,0,37,DAKOTA,27037,0.976144,18,1.504077397
5298,MN,MN,27,55337,3,1,0,0,Y, ,1,4,36,2030,2215,122987,123187,4.5,8.5,1088.985661,0,0,37,DAKOTA,27037,0.976144,18,1.526056303
5300,MN,MN,27,55337,3,2,0,2,Y, ,3,4,42,1000,1010,11888,12088,0.5,30.9,1214.922779,1,0,37,DAKOTA,27037,0.976144,18,-0.510825624
5301,MN,MN,27,55337,3,1,0,2,Y, ,1,4,50,2330,1430,20288,20288,5.8,4.2,1088.985661,0,0,37,DAKOTA,27037,0.976144,18,1.774952351
5302,MN,MN,27,55940,4,1,0,4,Y, ,1,3,36,1250,1250,122887,123087,5.4,7,1024.442902,0,0,39,DODGE,27039,1.30194,19,1.704748092
5303,MN,MN,27,55944,4,1,0,4,Y, ,4,3,35,930,1015,122787,122987,7.2,4.1,990.411554,0,0,39,DODGE,27039,1.30194,19,1.987874348
5304,MN,MN,27,55944,4,1,0,4,Y, ,5,3,47,900,900,20288,20288,5.7,4.6,893.23743,0,0,39,DODGE,27039,1.30194,19,1.757857918
5305,MN,MN,27,56308,5,1,0,2,Y, ,3,4,21,730,730,120287,121187,7.4,4.4,1214.922779,0,0,41,DOUGLAS,27041,1.16849,20,2.014903021
5306,MN,MN,27,56308,5,1,0,2,Y, ,1,4,22,1600,1600,122187,122387,4.8,7.6,1088.985661,0,0,41,DOUGLAS,27041,1.16849,20,1.589235205
5307,MN,MN,27,56308,5,1,0,4,Y, ,3,4,29,1030,1330,121687,121887,6.8,4.4,1214.922779,0,0,41,DOUGLAS,27041,1.16849,20,1.931521412
5309,MN,MN,27,56308,5,1,1,3,N, ,2,4,4,2000,2200,22888,30388,3.7,10.2,1146.49919,0,0,41,DOUGLAS,27041,1.16849,20,1.335001067
5310,MN,MN,27,56319,5,1,0,4,Y, ,2,4,32,1030,1030,10188,10188,5.5,6,1146.49919,0,0,41,DOUGLAS,27041,1.16849,20,1.722766598
5311,MN,MN,27,56326,5,1,0,4,Y, ,2,4,23,700,700,121287,121487,7.8,3.8,1146.49919,0,0,41,DOUGLAS,27041,1.16849,20,2.066862759
5313,MN,MN,27,56360,5,1,0,4,Y, ,3,4,48,800,800,20288,20288,2.7,9.4,1214.922779,0,0,41,DOUGLAS,27041,1.16849,20,1.029619417
5314,MN,MN,27,56013,4,1,0,4,Y, ,1,3,30,1500,1500,122087,122387,3.4,9,1024.442902,0,0,43,FARIBAULT,27043,1.34316,21,1.252762968
5315,MN,MN,27,56013,4,1,0,4,Y, ,5,3,41,2032,2333,12188,12388,4.2,7.8,893.23743,0,0,43,FARIBAULT,27043,1.34316,21,1.458615023
5317,MN,MN,27,56097,4,1,1,7,Y, ,1,3,28,2115,2116,121687,121987,1.3,10.4,1024.442902,0,0,43,FARIBAULT,27043,1.34316,21,0.336472237
5318,MN,MN,27,56097,4,1,0,0,Y, ,3,3,24,1830,1832,122687,122887,5.2,5.5,1071.318034,0,0,43,FARIBAULT,27043,1.34316,21,1.667706821
5319,MN,MN,27,56097,4,1,0,7,Y, ,2,3,48,930,930,21988,22288,0.1,0,921.864905,0,0,43,FARIBAULT,27043,1.34316,21,-1.609437912
5321,MN,MN,27,55971,4,1,0,4,Y, ,1,3,24,2100,2200,121287,121587,3.2,8.8,1024.442902,0,0,45,FILLMORE,27045,1.51424,22,1.193922468
5322,MN,MN,27,56007,4,1,0,4,Y, ,4,3,37,2200,2200,11088,11288,3.2,7.3,990.411554,0,0,47,FREEBORN,27047,1.25133,23,1.193922468
5323,MN,MN,27,56007,4,1,0,7,Y, ,1,3,50,1100,0,21088,21288,9.6,10.8,1024.442902,0,0,47,FREEBORN,27047,1.25133,23,2.272125886
5324,MN,MN,27,56007,4,1,0,4,Y, ,5,3,50,500,500,20288,20288,4.2,6,893.23743,0,0,47,FREEBORN,27047,1.25133,23,1.458615023
5326,MN,MN,27,56009,4,1,0,4,Y, ,1,3,36,2100,2200,122887,123087,6.3,6.3,1024.442902,0,0,47,FREEBORN,27047,1.25133,23,1.85629799
5327,MN,MN,27,56026,4,1,0,4,Y, ,1,3,23,1300,1300,121487,121687,32.6,2.3,1024.442902,2,0,47,FREEBORN,27047,1.25133,23,3.487375078
5328,MN,MN,27,56036,4,1,0,4,Y, ,2,3,44,900,1000,12388,12588,13.2,4.7,921.864905,0,0,47,FREEBORN,27047,1.25133,23,2.587764035
5329,MN,MN,27,56045,4,1,1,1,N, ,2,3,36,1300,1300,122787,122987,2.2,18.9,921.864905,0,0,47,FREEBORN,27047,1.25133,23,0.832909123
5330,MN,MN,27,57006,4,2,1,3,Y, ,3,3,39,1230,1230,11688,11888,5.6,9,1071.318034,0,1,47,FREEBORN,27047,1.25133,23,1.740466175
5332,MN,MN,27,55009,4,1,1,3,N, ,2,3,36,1715,1732,122887,123087,6.9,5.6,921.864905,0,0,49,GOODHUE,27049,1.21727,24,1.945910149
5333,MN,MN,27,55009,4,1,0,4,Y, ,2,3,1,715,715,22488,22688,7.6,4.3,921.864905,0,0,49,GOODHUE,27049,1.21727,24,2.041220329
5334,MN,MN,27,55041,4,1,1,3,Y, ,4,3,47,919,1000,20288,20288,9.8,3.7,990.411554,0,0,49,GOODHUE,27049,1.21727,24,2.292534757
5336,MN,MN,27,55066,4,1,0,4,Y, ,4,3,38,1400,1400,12788,12988,43.5,1.6,990.411554,2,0,49,GOODHUE,27049,1.21727,24,3.77505715
5337,MN,MN,27,55066,4,1,0,2,Y, ,3,3,48,1800,1800,20288,20288,4.9,9.3,1071.318034,0,0,49,GOODHUE,27049,1.21727,24,1.609437912
5338,MN,MN,27,55066,4,1,0,4,Y, ,5,3,1,1830,830,30388,30388,4.9,7.4,893.23743,0,0,49,GOODHUE,27049,1.21727,24,1.609437912
5339,MN,MN,27,55946,4,1,0,4,Y, ,5,3,43,2130,2330,12388,12588,3.5,7,893.23743,0,0,49,GOODHUE,27049,1.21727,24,1.280933845
5341,MN,MN,27,55983,4,1,0,4,Y, ,2,3,28,1235,1235,121687,121887,5.6,5.2,921.864905,0,0,49,GOODHUE,27049,1.21727,24,1.740466175
5343,MN,MN,27,55983,4,1,0,4,Y, ,4,3,45,2130,2130,20288,20288,3.9,8.6,990.411554,0,0,49,GOODHUE,27049,1.21727,24,1.386294361
5344,MN,MN,27,55992,4,1,0,2,Y, ,5,3,21,2025,2025,120287,121087,6.7,5.1,893.23743,0,0,49,GOODHUE,27049,1.21727,24,1.916922612
5345,MN,MN,27,55316,3,0,0,0, , ,2,5,28,2250,2350,121687,121887,7.9,4.4,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,2.079441542
5348,MN,MN,27,55331,3,1,0,5,Y, ,1,5,24,800,800,122987,123187,1.6,14.4,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.530628251
5349,MN,MN,27,55331,3,2,0,4,Y, ,5,5,28,700,700,10188,10188,4,6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.410986974
5350,MN,MN,27,55331,3,1,0,5,Y, ,1,5,36,1630,1400,122687,122987,1.8,18.1,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.641853886
5351,MN,MN,27,55331,3,1,0,4,Y, ,2,5,50,2010,2010,20288,20288,2.5,15,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.955511445
5352,MN,MN,27,55343,3,1,0,4,Y, ,1,5,44,2100,2100,12088,12288,11.2,3.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,2.424802726
5353,MN,MN,27,55344,3,1,0,2,Y, ,2,5,30,1800,1930,122087,122287,2.6,14.4,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.993251773
5354,MN,MN,27,55344,3,2,0,2,Y, ,3,5,32,1800,2000,10188,11188,3.9,6.4,2119.396234,1,0,53,HENNEPIN,27053,0.907991,25,1.386294361
5355,MN,MN,27,55344,3,1,0,1,Y, ,1,5,21,600,600,10188,10188,7.4,3.9,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,2.014903021
5357,MN,MN,27,55344,3,1,0,4,Y, ,4,5,38,830,830,11888,12088,0.9,17.3,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,0
5358,MN,MN,27,55346,3,2,0,4,Y, ,3,5,3,1545,1545,31188,31388,0.4,0,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,-0.693147181
5359,MN,MN,27,55356,3,1,1,2,Y, ,2,5,27,1800,1900,122687,122887,2.5,8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.955511445
5360,MN,MN,27,55357,3,1,0,4,Y, ,5,5,34,645,645,122887,123087,6,6.7,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.808288771
5361,MN,MN,27,55369,3,1,0,1,Y, ,1,5,27,1255,1420,121387,121587,2,9.6,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.741937345
5363,MN,MN,27,55369,3,1,0,4,Y, ,4,5,44,1900,2000,12688,12888,3,8,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.131402111
5364,MN,MN,27,55369,3,1,0,2, , ,2,5,47,1600,1900,32688,32888,2.9,8.8,2246.96884,1,0,53,HENNEPIN,27053,0.907991,25,1.098612289
5365,MN,MN,27,55369,3,1,0,4,Y, ,3,5,50,1300,1300,20288,21088,5.5,7.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.722766598
5366,MN,MN,27,55391,3,1,0,7,Y, ,3,3,50,2100,2100,20288,20288,4.1,6.2,1071.318034,0,0,53,HENNEPIN,27053,0.907991,25,1.435084525
5368,MN,MN,27,55405,3,1,0,4,Y, ,4,5,34,758,758,122687,122887,14.9,3,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,2.708050201
5369,MN,MN,27,55406,3,1,0,4,Y, ,2,5,21,1600,1600,122487,122687,7.2,4,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.987874348
5370,MN,MN,27,55406,3,1,0,4,Y, ,2,5,35,2230,2230,12488,12688,2.3,20.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.875468737
5372,MN,MN,27,55409,3,1,0,4,Y, ,1,5,49,2030,2035,20288,20288,4.4,7.8,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,1.504077397
5373,MN,MN,27,55409,3,1,0,4,Y, ,1,5,50,1830,1830,20288,20288,1.5,12.1,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.470003629
5374,MN,MN,27,55410,3,1,0,4,Y, ,5,5,34,2337,2337,10188,11088,8.6,3.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,2.163323026
5375,MN,MN,27,55410,3,1,0,7,Y, ,5,5,22,2100,2100,123087,10188,5.6,7.3,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.740466175
5376,MN,MN,27,55410,3,1,0,4,Y, ,1,5,40,1500,1500,11988,12188,8.6,4.4,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,2.163323026
5378,MN,MN,27,55412,3,1,0,4,Y, ,1,5,39,2100,2100,12388,12588,1.8,11.7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.641853886
5379,MN,MN,27,55413,3,1,0,4,Y, ,2,5,37,2000,2000,11088,11288,1.9,9.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.693147181
5382,MN,MN,27,55414,3,2,1,3,N, ,1,5,3,1615,1630,31988,32188,0.8,20.9,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,-0.105360516
5383,MN,MN,27,55416,3,1,0,7,Y, ,1,5,23,1400,1700,121187,121387,2.1,10.4,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.78845736
5384,MN,MN,27,55416,3,1,0,0,Y, ,5,5,49,2030,2030,40488,40488,2.8,7.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.064710737
5385,MN,MN,27,55417,3,1,0,4,Y, ,3,5,27,1815,2015,121287,121487,3.9,6.5,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.386294361
5388,MN,MN,27,55418,3,0,0,0, , ,4,5,24,1030,1030,21988,22188,2.8,8.5,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.064710737
5389,MN,MN,27,55418,3,1,0,1,Y, ,5,5,24,1230,1405,121687,121887,4.1,6.5,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.435084525
5391,MN,MN,27,55418,3,1,0,7,Y, ,1,5,25,1500,1500,122687,122887,4.3,6,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,1.481604541
5393,MN,MN,27,55419,3,1,0,2,Y, ,2,5,23,1700,1702,121487,121687,5.5,6.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.722766598
5394,MN,MN,27,55419,3,1,1,1,Y, ,2,5,27,1800,1800,122687,122887,3.3,13.9,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.223775432
5396,MN,MN,27,55419,3,1,0,4,Y, ,3,5,47,730,730,20288,20288,2.5,18,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,0.955511445
5397,MN,MN,27,55420,3,1,0,1,Y, ,3,5,23,1800,1345,121387,121687,2.7,10.8,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.029619417
5398,MN,MN,27,55420,3,1,0,7,Y, ,2,5,41,2000,2000,12488,12688,8.4,3.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,2.140066163
5399,MN,MN,27,55422,3,1,0,2,Y, ,2,5,28,2208,2208,12188,12388,3.3,8.5,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.223775432
5400,MN,MN,27,55422,3,2,0,4,Y, ,4,5,43,1930,830,12088,12288,3.2,9.6,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.193922468
5401,MN,MN,27,55422,3,1,0,4,Y, ,1,5,49,730,730,20288,20288,8.6,3.7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,2.163323026
5403,MN,MN,27,55423,3,1,0,4,Y, ,4,5,40,1000,1000,12388,12588,5.7,4.5,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.757857918
5405,MN,MN,27,55423,3,1,0,4,Y, ,3,5,48,700,730,33188,40488,2.7,10.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.029619417
5406,MN,MN,27,55424,3,1,0,4,Y, ,5,5,45,1900,1900,12688,12888,4.7,5.8,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.568615918
5408,MN,MN,27,55426,3,1,0,4,Y, ,3,5,42,1245,700,41388,41588,13.8,7.4,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,2.63188884
5409,MN,MN,27,55426,3,1,1,1,N, ,2,5,43,1250,1250,12688,12888,7.6,4.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,2.041220329
5410,MN,MN,27,55427,3,1,0,0,Y, ,2,5,32,1245,1245,11588,11788,5.7,5.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.757857918
5411,MN,MN,27,55427,3,1,0,2,Y, ,3,5,37,2000,2100,11188,11388,4.6,7.5,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.547562509
5416,MN,MN,27,55428,3,1,0,2,Y, ,3,5,48,1300,1300,20288,20288,2.2,11.8,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,0.832909123
5417,MN,MN,27,55429,3,1,0,4,Y, ,1,5,28,2200,2205,121887,122087,2.4,11,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.916290732
5418,MN,MN,27,55429,3,1,0,4,Y, ,4,5,35,1845,1850,122987,123187,4,7.9,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.410986974
5419,MN,MN,27,55430,3,0,0,0, , ,3,5,21,1620,1807,120287,121087,4.6,9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.547562509
5420,MN,MN,27,55430,3,1,0,2,Y, ,3,5,38,1445,1505,11388,11588,4.6,6.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.547562509
5421,MN,MN,27,55430,3,1,0,4,Y, ,2,5,43,1430,1430,11988,12188,10.9,4.1,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,2.397895273
5422,MN,MN,27,55431,3,1,0,4,Y, ,3,5,29,2000,1430,123087,10188,7.6,3.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,2.041220329
5423,MN,MN,27,55431,3,1,0,4,Y, ,3,5,40,1130,1130,11788,11988,3,8.4,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.131402111
5424,MN,MN,27,55433,3,1,0,7,Y, ,2,5,22,1500,2200,121287,121487,1.5,13.2,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,0.470003629
5426,MN,MN,27,55435,3,1,0,2,Y, ,4,5,23,1900,800,10188,10188,16.5,2.1,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,2.809402695
5427,MN,MN,27,55435,3,1,0,2,Y, ,5,5,27,1900,1900,11088,11288,3.1,7.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.16315081
5428,MN,MN,27,55436,3,1,0,2,Y, ,5,5,21,1900,1900,120287,121087,5.1,7.4,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.648658626
5429,MN,MN,27,55436,3,1,0,1,Y, ,1,5,22,1100,1100,121287,121487,4.9,5.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,1.609437912
5430,MN,MN,27,55436,3,0,0,0, , ,4,5,42,2100,2200,11788,11988,6,7.1,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.808288771
5433,MN,MN,27,55437,3,1,0,4,Y, ,5,5,26,900,900,11188,11388,3.9,9.2,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.386294361
5434,MN,MN,27,55437,3,1,0,4,Y, ,1,5,44,630,630,20288,21088,5.6,4.8,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,1.740466175
5435,MN,MN,27,55437,3,2,1,7,Y, ,5,5,44,1500,1500,20288,20288,0.4,0,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,-0.693147181
5436,MN,MN,27,55437,3,1,0,2,Y, ,1,5,4,1100,1100,30388,30388,2.6,10.9,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,0.993251773
5437,MN,MN,27,55441,3,1,0,2,Y, ,3,5,29,1750,1750,11088,11288,3.6,7.3,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.30833282
5439,MN,MN,27,55441,3,1,0,4,Y, ,2,5,3,1800,1700,30388,31188,23.6,2.7,2246.96884,2,0,53,HENNEPIN,27053,0.907991,25,3.165475048
5442,MN,MN,27,55444,3,1,0,4,Y, ,4,5,31,1830,1845,121987,122187,3,14.2,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25,1.131402111
5443,MN,MN,27,55444,3,1,0,1,Y, ,3,5,34,1800,2035,122287,122487,4.7,10.3,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.568615918
5444,MN,MN,27,55444,3,1,0,4,Y, ,1,5,36,1600,1600,122687,122887,3,8.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25,1.131402111
5445,MN,MN,27,55444,3,0,0,0, , ,5,5,46,1900,1900,12688,12888,4.2,6.3,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25,1.458615023
5447,MN,MN,27,55447,3,1,0,4,Y, ,3,5,47,1830,1830,20288,20288,3,9.1,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25,1.131402111
5448,MN,MN,27,55447,3,1,0,2,Y, ,2,5,1,1500,1500,22488,22688,4.3,8.2,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.481604541
5449,MN,MN,27,55447,3,5,1,0,N, ,2,5,4,2115,2115,22888,30388,2.9,7.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25,1.098612289
5450,MN,MN,27,55919,4,1,0,0,Y, ,3,3,25,925,925,121287,121487,3.4,7.8,1071.318034,0,0,55,HOUSTON,27055,1.65455,26,1.252762968
5451,MN,MN,27,55921,4,1,0,4,Y, ,4,3,28,1030,1025,123187,10188,8.5,3.9,990.411554,0,0,55,HOUSTON,27055,1.65455,26,2.151762203
5452,MN,MN,27,55921,4,1,0,2,Y, ,2,3,42,800,800,11788,11988,9,3.5,921.864905,0,0,55,HOUSTON,27055,1.65455,26,2.208274414
5453,MN,MN,27,55941,4,1,1,3,Y, ,5,3,46,800,845,20288,20288,4.8,5.1,893.23743,0,0,55,HOUSTON,27055,1.65455,26,1.589235205
5454,MN,MN,27,55947,4,1,0,2,Y, ,3,3,41,1830,1600,11688,11988,3.6,8.6,1071.318034,0,0,55,HOUSTON,27055,1.65455,26,1.30833282
5455,MN,MN,27,55974,4,1,1,3,Y, ,2,3,43,1000,1000,12688,12888,2.2,11,921.864905,0,0,55,HOUSTON,27055,1.65455,26,0.832909123
5456,MN,MN,27,56461,2,1,1,1,Y, ,4,3,35,700,700,11388,11588,2.8,10.8,990.411554,0,0,57,HUBBARD,27057,0.66992,27,1.064710737
5457,MN,MN,27,56467,2,1,1,1,Y, ,1,3,33,900,900,122087,122287,0.8,21.1,1024.442902,0,0,57,HUBBARD,27057,0.66992,27,-0.105360516
5459,MN,MN,27,56633,2,1,0,4,Y, ,3,3,40,2230,2230,12388,12588,4.6,5.7,1071.318034,0,0,57,HUBBARD,27057,0.66992,27,1.547562509
5460,MN,MN,27,56633,2,1,1,2,N, ,2,3,47,1600,1600,20288,20288,3.7,7,921.864905,0,0,57,HUBBARD,27057,0.66992,27,1.335001067
5463,MN,MN,27,55371,5,1,0,4,Y, ,2,4,31,1000,1000,122687,122887,2.2,9.5,1146.49919,0,0,59,ISANTI,27059,0.471483,28,0.832909123
5464,MN,MN,27,55709,2,1,0,4,Y, ,4,3,26,2130,2245,121387,121587,1.9,18.1,990.411554,0,0,61,ITASCA,27061,0.515124,29,0.693147181
5465,MN,MN,27,55721,2,1,0,2,Y, ,4,3,46,1205,1250,20288,20288,2.6,37.8,990.411554,0,0,61,ITASCA,27061,0.515124,29,0.993251773
5466,MN,MN,27,55721,2,2,0,4,Y, ,5,3,4,645,645,30388,30388,1.8,11.6,893.23743,0,0,61,ITASCA,27061,0.515124,29,0.641853886
5467,MN,MN,27,55744,2,1,0,0,Y, ,4,3,23,828,836,121287,121487,2.4,10.1,990.411554,0,0,61,ITASCA,27061,0.515124,29,0.916290732
5468,MN,MN,27,55744,2,0,0,0, , ,5,3,23,1700,2300,121587,121787,4.3,5.9,893.23743,0,0,61,ITASCA,27061,0.515124,29,1.481604541
5469,MN,MN,27,55744,2,1,0,2,Y, ,1,3,30,700,700,122287,122487,2.6,10,1024.442902,0,0,61,ITASCA,27061,0.515124,29,0.993251773
5470,MN,MN,27,55744,2,1,0,2,Y, ,2,3,36,2030,2230,122787,122987,1.1,25.5,921.864905,0,0,61,ITASCA,27061,0.515124,29,0.182321557
5471,MN,MN,27,55744,2,1,0,2,Y, ,2,3,1,2100,2100,22488,22688,3.3,8.3,921.864905,0,0,61,ITASCA,27061,0.515124,29,1.223775432
5472,MN,MN,27,55769,2,1,0,2,Y, ,2,3,44,1300,1300,12088,12288,2.5,9.7,921.864905,0,0,61,ITASCA,27061,0.515124,29,0.955511445
5473,MN,MN,27,55775,2,1,0,4,Y, ,4,3,28,2100,2100,121687,121887,9.4,3.9,990.411554,0,0,61,ITASCA,27061,0.515124,29,2.251291799
5474,MN,MN,27,56636,2,1,0,4,Y, ,5,3,30,1100,1100,22588,22788,1.3,14,893.23743,0,0,61,ITASCA,27061,0.515124,29,0.336472237
5476,MN,MN,27,56137,5,1,0,4,Y, ,4,4,41,2000,2000,11888,12088,5,6.4,1177.377355,0,0,63,JACKSON,27063,1.36209,30,1.62924054
5477,MN,MN,27,56143,5,1,0,3,Y, ,3,4,22,900,900,121887,122187,2.9,7.6,1214.922779,0,0,63,JACKSON,27063,1.36209,30,1.098612289
5478,MN,MN,27,56143,5,1,0,4,Y, ,4,4,49,1600,1750,20288,20288,13.1,3.2,1177.377355,0,0,63,JACKSON,27063,1.36209,30,2.58021683
5479,MN,MN,27,56150,5,1,0,7,Y, ,1,4,33,1300,1300,122787,122987,15.3,3.9,1088.985661,0,0,63,JACKSON,27063,1.36209,30,2.734367509
5480,MN,MN,27,55007,5,1,0,4,Y, ,1,4,30,1900,1900,122287,122487,1.8,16.6,1088.985661,0,0,65,KANABEC,27065,0.948014,31,0.641853886
5481,MN,MN,27,55051,5,1,0,3,Y, ,4,4,44,2230,2230,12688,12888,3.8,6.6,1177.377355,0,0,65,KANABEC,27065,0.948014,31,1.360976553
5482,MN,MN,27,55051,5,1,0,4,Y, ,3,4,49,1630,1745,20288,20288,7.9,4,1214.922779,0,0,65,KANABEC,27065,0.948014,31,2.079441542
5483,MN,MN,27,55051,5,1,0,0,Y, ,2,4,50,1300,1300,20288,20288,2.6,9,1146.49919,0,0,65,KANABEC,27065,0.948014,31,0.993251773
